NAVIA LOGISTICS PTY LTD,A. PERRY & CO,PENANSHIN SHIPPING PTE LTD,NAVBNE350194,AUSYD,SGSIN,GBSOU,"
REF: TIE16120151","STC 121 BOXES GATE LATHCES AND HINGES

HS CODE: 8302.10.00

�ALL CHARGES ARE FOR THE ACCOUNT OF THE CONSIGNEE�",622,KG,3.907,M3,HLXU6387542,F0336797,CFS/CFS,45G0,2,PLT,EXW,CARGO MOVERS INTERNATIONAL,PENANSHIN SHIPPING PTE LTD
PACIFIC CONCORD INTERNATIONAL LTD,A.D.M. ENTERPRISES ASUTRALIA PTY LTD,CONSOL ALLIANCE AUSTRALIA PTY LTD,TMEL1611517,TWKHH,AUMEL,AUMEL,"ECE
ADM
MELBOURNE
P/NO 1
MADE IN TAIWAN
ROC","STC. PRECISION TOOLSA               
AS PER P/I NO 0P161114002",323,KG,0.4,M3,TGCU5032062,YMLL446966,CFS/CFS,42G1,1,PLT,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",A.P. JOHN & SONS PTY LTD,CONSOL ALLIANCE AUSTRALIA PTY LTD,AMIGL160365088A,CNSHA,AUADL,AUADL,"NT-1615
B/NO.:1-20
MADE IN CHINA",,1280,KG,6.12,M3,FCIU4450900,AN60328358,CFS/CFS,22G0,20,BLC,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
GP LOGISTICS,A1 ACCESORY IMPORTS PTY LTD,CONSOL ALLIANCE AUSTRALIA PTY LTD,S02185467,USORD,AUBNE,AUBNE,,,144,KG,248.909,CF,PAG53104BR,5,,,1,PCE,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
GP LOGISTICS,A1 ACCESORY IMPORTS PTY LTD,CONSOL ALLIANCE AUSTRALIA PTY LTD,S02185467,USORD,AUBNE,AUBNE,,,144,KG,248.909,CF,PAG54004BR,5,,,1,PCE,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
GP LOGISTICS,A1 ACCESORY IMPORTS PTY LTD,CONSOL ALLIANCE AUSTRALIA PTY LTD,S02185467,USORD,AUBNE,AUBNE,,,144,KG,248.909,CF,PAG56680BR,5,,,1,PCE,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
,A1 ROADLINES PTY LTD,ENERGY GLOBAL LOGISTICS PTY LTD,AHLDMEL60817,HKHKG,AUMEL,AUMEL,,,884,KG,14.07,M3,,,,,4,PLT,CFR,DIRECT COURIERS,ENERGY GLOBAL LOGISTICS PTY LTD
NAVIA LOGISTICS PTY LTD,AAF INDIA PVT LTD,CHARTER LINK LOGISTICS LTD,NAVBNE347666,AUSYD,HKHKG,INBLR,"
N/L
REF: TIE16110897","STC 2 X 200 LITRE DRUMS OF WATER BASED FOG FLUID

HS CODE: 2905.32.00

�ALL CHARGES ARE FOR THE ACCOUNT OF THE CONSIGNEE�",420,KG,1.599,M3,GLDU5723699,F0336793,CFS/CFS,22G0,2,SKD,EXW,EMU LINES PVT LTD,CHARTER LINK LOGISTICS LTD
NAVIA LOGISTICS PTY LTD,AARQUE GRAPHICS,OCEANBRIDGE SHIPPING LTD.,NAVBNE346584,AUSYD,NZAKL,NZAKL,"
N/M
REF: TIE16110836","STC DIGITAL PRINTING MATERIAL

�ALL CHARGES ARE FOR THE ACCOUNT OF THE CONSIGNEE�",270,KG,1.399,M3,GESU3555389,AHL3822786,CFS/CFS,22G0,1,PLT,EXW,OCEANBRIDGE SHIPPING LTD.,OCEANBRIDGE SHIPPING LTD.
NAVIA LOGISTICS PTY LTD,AARQUE GRAPHICS,OCEANBRIDGE SHIPPING LTD.,NAVBNE346584,AUSYD,NZAKL,NZAKL,"
N/M
REF: TIE16110836","STC DIGITAL PRINTING MATERIAL

�ALL CHARGES ARE FOR THE ACCOUNT OF THE CONSIGNEE�",270,KG,1.399,M3,BSIU9081361,AHL3822804,CFS/CFS,45G0,1,PLT,EXW,OCEANBRIDGE SHIPPING LTD.,OCEANBRIDGE SHIPPING LTD.
NAVIA LOGISTICS PTY LTD,AARQUE GRAPHICS,OCEANBRIDGE SHIPPING LTD.,NAVBNE346584,AUSYD,NZAKL,NZAKL,"
N/M
REF: TIE16110836","STC DIGITAL PRINTING MATERIAL

�ALL CHARGES ARE FOR THE ACCOUNT OF THE CONSIGNEE�",270,KG,1.399,M3,INKU6393062,AHL3822805,CFS/CFS,45G0,1,PLT,EXW,OCEANBRIDGE SHIPPING LTD.,OCEANBRIDGE SHIPPING LTD.
NAVIA LOGISTICS PTY LTD,AARQUE GRAPHICS LTD.,OCEANBRIDGE SHIPPING LTD.,NAVBNE349745,AUSYD,NZAKL,NZAKL,"
REF: TIE16170061","STC PHOTO PAPER
PHOTO PAPER & VARNISH

�ALL CHARGES ARE FOR THE ACCOUNT OF THE CONSIGNEE�",292,KG,1.55,M3,TCKU9343721,F0336800,CFS/CFS,45G0,4,PKG,EXW,OCEANBRIDGE SHIPPING LTD.,OCEANBRIDGE SHIPPING LTD.
NAVIA LOGISTICS PTY LTD,AARQUE GRAPHICS LTD.,OCEANBRIDGE SHIPPING LTD.,NAVBNE349745,AUSYD,NZAKL,NZAKL,"
REF: TIE16170061","STC PHOTO PAPER
PHOTO PAPER & VARNISH

�ALL CHARGES ARE FOR THE ACCOUNT OF THE CONSIGNEE�",292,KG,1.55,M3,TCNU9898914,AHL3822800,CFS/CFS,45G0,4,PKG,EXW,OCEANBRIDGE SHIPPING LTD.,OCEANBRIDGE SHIPPING LTD.
OCEANBRIDGE SHIPPING LTD.,AAW GLOBAL LOGISTICS PTY LTD,NAVIA LOGISTICS PTY LTD,S00578778,NZAKL,AUMEL,AUMEL,MITEK AUSTRALIA,STC. BUILDING MATERIALS,3010,KG,5.579,M3,SUDU6838371,NZ00098440,CFS/CFS,45G0,8,PLT,CFR,,NAVIA LOGISTICS PTY LTD
GP LOGISTICS,ABACUS ALS PTY LTD,CONSOL ALLIANCE AUSTRALIA PTY LTD,BNEA247657,USORD,AUBNE,AUBNE,,,300,KG,149.476,CF,,,,,4,PKG,EXW,,CONSOL ALLIANCE AUSTRALIA PTY LTD
GP LOGISTICS NEW YORK,ABACUS ALS PTY LTD,CONSOL ALLIANCE AUSTRALIA PTY LTD,BNEA247885,USJFK,AUBNE,AUBNE,2787800000278780,,451,KG,111.681,CF,PMC52420R7,5,,,2,CRT,EXW,,CONSOL ALLIANCE AUSTRALIA PTY LTD
GP LOGISTICS,ABACUS ALS PTY LTD,CONSOL ALLIANCE AUSTRALIA PTY LTD,BNEA248745,USORD,AUBNE,AUBNE,PO# 00023914,,60,KG,27.807,CF,PAG52407BR,5,,,1,SKD,EXW,,CONSOL ALLIANCE AUSTRALIA PTY LTD
NFS (AIRFREIGHT) NEUTRAL FREIGHT SERVICE B.V.,ABACUS ALS PTY LTD,CONSOL ALLIANCE AUSTRALIA PTY LTD,202000000000,NLAMS,AUBNE,AUBNE,,,1386,KG,0,M3,,,,,3,PLT,FOB,,CONSOL ALLIANCE AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ABBA LOGISTICS PTY LTD,CONSOL ALLIANCE  AUSTRALIA PTY LTD,AMIGL160328462AC,CNSHA,AUSYD,AUSYD,N/M,,230,KG,0.572,M3,TEMU6394165,EMCBGG4306,CFS/CFS,45G0,6,CTN,CFR,,CONSOL ALLIANCE  AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ABBA LOGISTICS PTY LTD,CONSOL ALLIANCE AUSTRALIA PTY LTD,AMIGL160359255AC,CNSHA,AUADL,AUADL,MONROE 1-9,,5103.04,KG,5.952,M3,FCIU4450900,AN60328358,CFS/CFS,22G0,9,PLT,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ABBA LOGISTICS PTY LTD,CONSOL ALLIANCE AUSTRALIA PTY LTD,AMIGL160364081AC,CNSHA,AUADL,AUADL,"ENI89008229
ITEM NO: EG510A
CTN/NO. 1/13",,175,KG,0.62,M3,FCIU4450900,AN60328358,CFS/CFS,22G0,13,CTN,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ABBA LOGISTICS PTY LTD,CONSOL ALLIANCE AUSTRALIA PTY LTD,AMIGL160384989AC,CNSHA,AUADL,AUADL,N/M,"STC. VALVE           
PLYWOOD CASES",144,KG,0.26,M3,PCIU1037299,Y0710427,CFS/CFS,22G0,4,PKG,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ABBA LOGISTICS PTY LTD,CONSOL ALLIANCE AUSTRALIA PTY LTD,AMIGL160386867AC,CNSHA,AUBNE,AUBNE,"2M
MADE IN CHINA","STC. PAPER CUP           
PLASTIC LID",345,KG,3.25,M3,RWLU8268758,DWX2970,CFS/CFS,22G0,46,CTN,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ABBA LOGISTICS PTY LTD,CONSOL ALLIANCE  AUSTRALIA PTY LTD,AMIGL160394752AC,CNSHA,AUSYD,AUSYD,"GLASS CANDLE HOLDER
RECEIVER:
GASCOIGNE &KING
AUSTRALIA
GLASS CANDLE HOLDER
QTY: 48PCS/CTN
N.W:
G.W:
MEAST:
MADE IN CHINA","STC. GLASS CANDLE HOLDER            
105CARTONS=3PALLETS",1837.5,KG,5,M3,EISU9279391,EMCBFU2276,CFS/CFS,45G0,3,PLT,CFR,,CONSOL ALLIANCE  AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ABBA LOGISTICS PTY LTD,CONSOL ALLIANCE  AUSTRALIA PTY LTD,AMIGL160394752AC,CNSHA,AUSYD,AUSYD,"GLASS CANDLE HOLDER
RECEIVER:
GASCOIGNE &KING
AUSTRALIA
GLASS CANDLE HOLDER
QTY: 48PCS/CTN
N.W:
G.W:
MEAST:
MADE IN CHINA","STC. GLASS CANDLE HOLDER            
105CARTONS=3PALLETS",1837.5,KG,5,M3,EMCU5309221,5001976,CFS/CFS,45R1,3,PLT,CFR,,CONSOL ALLIANCE  AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ABBA LOGISTICS PTY LTD,CONSOL ALLIANCE  AUSTRALIA PTY LTD,AMIGL160396100AC,CNSHA,AUSYD,AUSYD,"CANOBOLAS HOLDEN
IFM
HOHN FAUTLEY
MOTORS
MOSSVALE
MOTOR GROUP",,471,KG,5.73,M3,EISU9279391,EMCBFU2276,CFS/CFS,45G0,3,PLT,CFR,,CONSOL ALLIANCE  AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ABBA LOGISTICS PTY LTD,CONSOL ALLIANCE  AUSTRALIA PTY LTD,AMIGL160396100AC,CNSHA,AUSYD,AUSYD,"CANOBOLAS HOLDEN
IFM
HOHN FAUTLEY
MOTORS
MOSSVALE
MOTOR GROUP",,471,KG,5.73,M3,EMCU5309221,5001976,CFS/CFS,45R1,3,PLT,CFR,,CONSOL ALLIANCE  AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ABBA LOGISTICS PTY LTD,CONSOL ALLIANCE  AUSTRALIA PTY LTD,AMIGL160396220AC,CNSHA,AUSYD,AUSYD,"L'ABREA COSMETRIC
PTY LTD
57 VICTORIA
STREET,POTTS
POINT NSW 2011
CARTON NO. /52","STC. PLASTIC BOTTLE               
KITS
PAPER BAG",900,KG,7.5,M3,CRSU6150093,CB175915,CFS/CFS,42G1,52,CTN,CFR,,CONSOL ALLIANCE  AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ABBA LOGISTICS PTY LTD,CONSOL ALLIANCE AUSTRALIA PTY LTD,AMIGL160397264AC,CNSHA,AUFRE,AUFRE,IAN C/NO:,,178,KG,0.75,M3,TCNU3456279,AN60588179,CFS/CFS,42G1,3,PKG,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ABBA LOGISTICS PTY LTD,CONSOL ALLIANCE AUSTRALIA PTY LTD,AMIGL160397401AC,CNSHA,AUBNE,AUBNE,"JLYBNZ STYLE
NORFOLK STYLE
NON EMB
NORFOLK STYLE
SUNNY HILLS STYLE
PILLOW
QUANTITY:
CARTON NO
MADE IN CHINA","STC. POLYESTER COTTON 65/35 KIDS SHEETS
POLYESTER PILLOW",417,KG,2.6,M3,RWLU8268758,DWX2970,CFS/CFS,22G0,30,CTN,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ABBA LOGISTICS PTY LTD,CONSOL ALLIANCE  AUSTRALIA PTY LTD,AMIGL160397810AC,CNSHA,AUSYD,AUSYD,"COLOR:
SIZE:
QTY:",,720.1,KG,1,M3,TEMU6394165,EMCBGG4306,CFS/CFS,45G0,1,PLT,CFR,,CONSOL ALLIANCE  AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ABBA LOGISTICS PTY LTD,CONSOL ALLIANCE  AUSTRALIA PTY LTD,AMIGL160398727AC,CNSHA,AUSYD,AUSYD,N/M,"STC. DRESS BAG                
PAPER BAG",1238,KG,4.357,M3,DFOU6156514,CB173701,CFS/CFS,42G1,55,CTN,CFR,,CONSOL ALLIANCE  AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ABBA LOGISTICS PTY LTD,CONSOL ALLIANCE  AUSTRALIA PTY LTD,AMIGL160398727AC,CNSHA,AUSYD,AUSYD,N/M,"STC. DRESS BAG                
PAPER BAG",1238,KG,4.357,M3,TEMU9297488,CB173659,CFS/CFS,42G1,55,CTN,CFR,,CONSOL ALLIANCE  AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ABBA LOGISTICS PTY LTD,CONSOL ALLIANCE  AUSTRALIA PTY LTD,AMIGL160399569AC,CNSHA,AUSYD,AUSYD,SIZE:65*65*15,,90,KG,1.57,M3,EISU9279391,EMCBFU2276,CFS/CFS,45G0,20,CTN,CFR,,CONSOL ALLIANCE  AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ABBA LOGISTICS PTY LTD,CONSOL ALLIANCE  AUSTRALIA PTY LTD,AMIGL160399569AC,CNSHA,AUSYD,AUSYD,SIZE:65*65*15,,90,KG,1.57,M3,EMCU5309221,5001976,CFS/CFS,45R1,20,CTN,CFR,,CONSOL ALLIANCE  AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ABBA LOGISTICS PTY LTD,CONSOL ALLIANCE  AUSTRALIA PTY LTD,AMIGL160399658AC,CNSHA,AUSYD,AUSYD,"FOCUSED ACTION PTY LTD
MC-717
100PCS",,138,KG,0.53,M3,EISU9279391,EMCBFU2276,CFS/CFS,45G0,10,CTN,CFR,,CONSOL ALLIANCE  AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ABBA LOGISTICS PTY LTD,CONSOL ALLIANCE  AUSTRALIA PTY LTD,AMIGL160399658AC,CNSHA,AUSYD,AUSYD,"FOCUSED ACTION PTY LTD
MC-717
100PCS",,138,KG,0.53,M3,EMCU5309221,5001976,CFS/CFS,45R1,10,CTN,CFR,,CONSOL ALLIANCE  AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ABBA LOGISTICS PTY LTD,CONSOL ALLIANCE AUSTRALIA PTY LTD,AMIGL160402004AC,CNSHA,AUBNE,AUBNE,"HEALING HANDS
Hands by Patti
Contact Person: Patti
Porter
Address:2 Macedon
Street Tannum Sands
4680 Queensland
Australia
Phone:+61421704846","STC. AROMA DIFFUSER       
HS: 8509809000",114,KG,1.38,M3,SUDU7580682,H5017188,CFS/CFS,22G0,1,PLT,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ABBA LOGISTICS PTY LTD,CONSOL ALLIANCE AUSTRALIA PTY LTD,AMIGL160402004AC,CNSHA,AUBNE,AUBNE,"HEALING HANDS
Hands by Patti
Contact Person: Patti
Porter
Address:2 Macedon
Street Tannum Sands
4680 Queensland
Australia
Phone:+61421704846","STC. AROMA DIFFUSER       
HS: 8509809000",114,KG,1.38,M3,HASU4429638,H5017161,CFS/CFS,45G0,1,PLT,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ABBA LOGISTICS PTY LTD,CONSOL ALLIANCE FREMANTLE,AMIGL160405896AC,CNSHA,AUFRE,AUFRE,"PRT (C)-SINO IRON
PROJECT
PURCHASEORDER
NUMBER
GOODSNAME
ITEM/GOODSNUMBER
CARGODESCRIPTION
PACKAGENUMBER
COUNTRYOFORIGIN
GROSSWEIGHT
NETWEIGHT
DIMENSIONS
VOLUME
SUPPLIER
EXPORTER",STC. WEAR RESISTANT PLATE,2337,KG,1.87,M3,PCIU2978714,Y0641915,CFS/CFS,22G0,1,PKG,CFR,,CONSOL ALLIANCE FREMANTLE
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ABBA LOGISTICS PTY LTD,CONSOL ALLIANCE FREMANTLE,AMIGL160405896AC,CNSHA,AUFRE,AUFRE,"PRT (C)-SINO IRON
PROJECT
PURCHASEORDER
NUMBER
GOODSNAME
ITEM/GOODSNUMBER
CARGODESCRIPTION
PACKAGENUMBER
COUNTRYOFORIGIN
GROSSWEIGHT
NETWEIGHT
DIMENSIONS
VOLUME
SUPPLIER
EXPORTER",STC. WEAR RESISTANT PLATE,2337,KG,1.87,M3,PCIU8491370,Y0711147,CFS/CFS,45G0,1,PKG,CFR,,CONSOL ALLIANCE FREMANTLE
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ABBA LOGISTICS PTY LTD,CONSOL ALLIANCE  AUSTRALIA PTY LTD,AMIGL160409953A,CNSHK,AUSYD,AUSYD,"BLUESTAR CONNECT
WAREHOUSE
25-35 GRADY
CRESCENT,ERSKINE
PARK NSW
2759,AUSTRALIA
ATTENTION: SHANNON
ATCHISON","STC. PAPER BAG               
TITLE: ST GEORGE BANK RED PACKETS
TITLE: WESTPAC RED PACKETS",2865.24,KG,9.042,M3,GESU3878798,CB233362,CFS/CFS,22G0,6,PLT,CFR,,CONSOL ALLIANCE  AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ABBA LOGISTICS PTY LTD,CONSOL ALLIANCE  AUSTRALIA PTY LTD,AMIGL160409953A,CNSHK,AUSYD,AUSYD,"BLUESTAR CONNECT
WAREHOUSE
25-35 GRADY
CRESCENT,ERSKINE
PARK NSW
2759,AUSTRALIA
ATTENTION: SHANNON
ATCHISON","STC. PAPER BAG               
TITLE: ST GEORGE BANK RED PACKETS
TITLE: WESTPAC RED PACKETS",2865.24,KG,9.042,M3,MAGU2257224,CB233367,CFS/CFS,22G0,6,PLT,CFR,,CONSOL ALLIANCE  AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ABBA LOGISTICS PTY LTD,CONSOL ALLIANCE  AUSTRALIA PTY LTD,AMIGL160409953A,CNSHK,AUSYD,AUSYD,"BLUESTAR CONNECT
WAREHOUSE
25-35 GRADY
CRESCENT,ERSKINE
PARK NSW
2759,AUSTRALIA
ATTENTION: SHANNON
ATCHISON","STC. PAPER BAG               
TITLE: ST GEORGE BANK RED PACKETS
TITLE: WESTPAC RED PACKETS",2865.24,KG,9.042,M3,CBHU9567532,CA369452,CFS/CFS,42G1,6,PLT,CFR,,CONSOL ALLIANCE  AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ABBA LOGISTICS PTY LTD,CONSOL ALLIANCE AUSTRALIA PTY LTD,AMIGL160410640AC,CNSHA,AUBNE,AUBNE,"CLEAR/BLACK
Material?Front: Back:
Size?235mm x335mm x
120mm
Q'ty?500 pcs
C/N?Country of Origin:
Made In China",,503,KG,1.68,M3,SUDU7580682,H5017188,CFS/CFS,22G0,1,PLT,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ABBA LOGISTICS PTY LTD,CONSOL ALLIANCE AUSTRALIA PTY LTD,AMIGL160410640AC,CNSHA,AUBNE,AUBNE,"CLEAR/BLACK
Material?Front: Back:
Size?235mm x335mm x
120mm
Q'ty?500 pcs
C/N?Country of Origin:
Made In China",,503,KG,1.68,M3,HASU4429638,H5017161,CFS/CFS,45G0,1,PLT,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ABBA LOGISTICS PTY LTD,CONSOL ALLIANCE AUSTRALIA PTY LTD,AMIGL160411521AC,CNSHA,AUBNE,AUBNE,PROPSOLAR,"STC. WATER PUMP    
SOLAR MODULE 300W",75.7,KG,0.247,M3,SUDU7580682,H5017188,CFS/CFS,22G0,5,PKG,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ABBA LOGISTICS PTY LTD,CONSOL ALLIANCE AUSTRALIA PTY LTD,AMIGL160411521AC,CNSHA,AUBNE,AUBNE,PROPSOLAR,"STC. WATER PUMP    
SOLAR MODULE 300W",75.7,KG,0.247,M3,HASU4429638,H5017161,CFS/CFS,45G0,5,PKG,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ABBA LOGISTICS PTY LTD,CONSOL ALLIANCE AUSTRALIA PTY LTD,AMIGL160411525AC,CNSHA,AUMEL,AUMEL,"PRODUCT NAME
P/O NO.
PRODUCTION BATCH
NO.
CARTON NO.
QTY
GROSS WEIGHT
MEAS",,273,KG,2.7,M3,CAIU8416758,EDZ5970,CFS/CFS,42G1,1,PLT,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ABBA LOGISTICS PTY LTD,CONSOL ALLIANCE AUSTRALIA PTY LTD,AMIGL160411525AC,CNSHA,AUMEL,AUMEL,"PRODUCT NAME
P/O NO.
PRODUCTION BATCH
NO.
CARTON NO.
QTY
GROSS WEIGHT
MEAS",,273,KG,2.7,M3,OOLU8137764,EDZ5993,CFS/CFS,42G1,1,PLT,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ABBA LOGISTICS PTY LTD,CONSOL ALLIANCE AUSTRALIA PTY LTD,AMIGL160412382AC,CNSHA,AUMEL,AUMEL,"DIMETHYL SULFOXIDE
CAS NO:67-68-5
MANUF.DATE:
20-06-2015
N.W:100KG
G.W:120
MADE IN CHINA",,120,KG,0.5,M3,TCNU6735261,YMLM703528,CFS/CFS,42G1,1,PLT,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ABBA LOGISTICS PTY LTD,CONSOL ALLIANCE FREMANTLE,AMIGL160412662AC,CNSHA,AUFRE,AUFRE,"ITEM:
PO#:
QTY/CTN: PCS
G.W.: KG
CTN NO.: OF",,450,KG,3.25,M3,TCKU1853950,AN60353282,CFS/CFS,22G0,50,CTN,CFR,,CONSOL ALLIANCE FREMANTLE
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ABBA LOGISTICS PTY LTD,CONSOL ALLIANCE FREMANTLE,AMIGL160412662AC,CNSHA,AUFRE,AUFRE,"ITEM:
PO#:
QTY/CTN: PCS
G.W.: KG
CTN NO.: OF",,450,KG,3.25,M3,CMAU5388887,AN60563403,CFS/CFS,42G1,50,CTN,CFR,,CONSOL ALLIANCE FREMANTLE
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ABBA LOGISTICS PTY LTD,CONSOL ALLIANCE  AUSTRALIA PTY LTD,AMIGL160413898AC,CNSHA,AUSYD,AUSYD,ZEVERSOLAR,,1659,KG,24.42,M3,EMCU9711795,5001132,CFS/CFS,45G0,12,PLT,CFR,,CONSOL ALLIANCE  AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ABBA LOGISTICS PTY LTD,CONSOL ALLIANCE  AUSTRALIA PTY LTD,AMIGL160413898AC,CNSHA,AUSYD,AUSYD,ZEVERSOLAR,,1659,KG,24.42,M3,EMCU9742672,EMCBGJ4416,CFS/CFS,45G0,12,PLT,CFR,,CONSOL ALLIANCE  AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ABBA LOGISTICS PTY LTD,CONSOL ALLIANCE  AUSTRALIA PTY LTD,AMIGL160414295AC,CNSHA,AUSYD,AUSYD,N/M,,220,KG,2.7,M3,EMCU9711795,5001132,CFS/CFS,45G0,20,CTN,CFR,,CONSOL ALLIANCE  AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ABBA LOGISTICS PTY LTD,CONSOL ALLIANCE  AUSTRALIA PTY LTD,AMIGL160414295AC,CNSHA,AUSYD,AUSYD,N/M,,220,KG,2.7,M3,EMCU9742672,EMCBGJ4416,CFS/CFS,45G0,20,CTN,CFR,,CONSOL ALLIANCE  AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ABBA LOGISTICS PTY LTD,CONSOL ALLIANCE AUSTRALIA PTY LTD,AMIGL160415711AC,CNSHA,AUMEL,AUMEL,"PRODUCT NAME
P/O NO.
PRODUCTION BATCH
NO.
CARTON NO.
QTY
GROSS WEIGHT
MEAS",,71.5,KG,0.28,M3,TCNU6735261,YMLM703528,CFS/CFS,42G1,5,CTN,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ABBA LOGISTICS PTY LTD,CONSOL ALLIANCE  AUSTRALIA PTY LTD,AMIGL160415775AC,CNSHA,AUSYD,AUSYD,"CLAYRIDGE HONEY
PAPER BAGS
CARTON SIZE:
QUANTITY:
GROSS WEIGHT:",,925,KG,2.92,M3,EMCU9711795,5001132,CFS/CFS,45G0,50,CTN,CFR,,CONSOL ALLIANCE  AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ABBA LOGISTICS PTY LTD,CONSOL ALLIANCE  AUSTRALIA PTY LTD,AMIGL160415775AC,CNSHA,AUSYD,AUSYD,"CLAYRIDGE HONEY
PAPER BAGS
CARTON SIZE:
QUANTITY:
GROSS WEIGHT:",,925,KG,2.92,M3,EMCU9742672,EMCBGJ4416,CFS/CFS,45G0,50,CTN,CFR,,CONSOL ALLIANCE  AUSTRALIA PTY LTD
